lemma,count,distinct_hymns,upos_breakdown
pariyat,1,1,{'VERB': 1}
setṛ,1,1,{'ADJ': 1}
devahūya,1,1,{'NOUN': 1}
didṛkṣu,1,1,{'ADJ': 1}
drugdha,1,1,{'NOUN': 1}
paśutṛp,1,1,{'ADJ': 1}
dhruti,1,1,{'NOUN': 1}
upāra,1,1,{'NOUN': 1}
prayotṛ,1,1,{'NOUN': 1}
kavitara,1,1,{'ADJ': 1}
smadiṣṭa,1,1,{'ADJ': 1}
sahasrāmagha,1,1,{'ADJ': 1}
yakṣin,1,1,{'ADJ': 1}
mṛd,1,1,{'NOUN': 1}
prasphur,1,1,{'VERB': 1}
vīrā,1,1,{'NOUN': 1}
prahuti,1,1,{'NOUN': 1}
pīvoanna,1,1,{'ADJ': 1}
rayivṛdh,1,1,{'ADJ': 1}
suti,1,1,{'NOUN': 1}
durvidvas,1,1,{'ADJ': 1}
ābhoga,1,1,{'NOUN': 1}
prabadbadh,1,1,{'VERB': 1}
putrīy,1,1,{'VERB': 1}
sarasvat,1,1,{'ADJ': 1}
kranda,1,1,{'NOUN': 1}
sahavah,1,1,{'ADJ': 1}
kariṣṭha,1,1,{'ADJ': 1}
vedīyas,1,1,{'ADJ': 1}
abhiyudh,1,1,{'VERB': 1}
paśavya,1,1,{'NOUN': 1}
sūyavasin,1,1,{'ADJ': 1}
daśasyā,1,1,{'ADV': 1}
vṛṣaśipra,1,1,{'NOUN': 1}
aprayuta,1,1,{'ADJ': 1}
śatarcas,1,1,{'ADJ': 1}
trivartu,1,1,{'ADJ': 1}
puruṣī,1,1,{'NOUN': 1}
cārin,1,1,{'ADJ': 1}
vatsin,1,1,{'ADJ': 1}
tṛṣyāvat,1,1,{'ADJ': 1}
akhkhalīkṛ,1,1,{'VERB': 1}
abhivṛṣ,1,1,{'VERB': 1}
śākta,1,1,{'NOUN': 1}
atirātra,1,1,{'NOUN': 1}
prāvṛṣīṇa,1,1,{'ADJ': 1}
gharmin,1,1,{'ADJ': 1}
hiti,1,1,{'NOUN': 1}
dvādaśa,1,1,{'ADJ': 1}
sahasrasāva,1,1,{'NOUN': 1}
tamovṛdh,1,1,{'ADJ': 1}
yas,1,1,{'VERB': 1}
agnivat,1,1,{'ADJ': 1}
anavāya,1,1,{'ADJ': 1}
manyumat,1,1,{'ADJ': 1}
parihi,1,1,{'VERB': 1}
tujay,1,1,{'VERB': 1}
dūṣay,1,1,{'VERB': 1}
steya,1,1,{'NOUN': 1}
vijñāna,1,1,{'NOUN': 1}
yatara,1,1,{'PRON': 1}
ṛjīyas,1,1,{'ADJ': 1}
mithuyā,1,1,{'ADV': 1}
nirṛtha,1,1,{'NOUN': 1}
khargalā,1,1,{'NOUN': 1}
upabda,1,1,{'NOUN': 1}
prāktāt,1,1,{'ADV': 1}
apāktāt,1,1,{'ADV': 1}
śvayātu,1,1,{'NOUN': 1}
piśuna,1,1,{'ADJ': 1}
havirmathi,1,1,{'ADJ': 1}
śuśulūka,1,1,{'NOUN': 1}
koka,1,1,{'NOUN': 1}
apavas,1,1,{'VERB': 1}
vigrīva,1,1,{'ADJ': 1}
avakrakṣin,1,1,{'ADJ': 1}
ajur,1,1,{'ADJ': 1}
vidveṣaṇa,1,1,{'ADJ': 1}
ubhayaṃkara,1,1,{'ADJ': 1}
daśagvin,1,1,{'ADJ': 1}
abhiśriṣ,1,1,{'NOUN': 1}
jatru,1,1,{'NOUN': 1}
ātṛd,1,1,{'VERB': 1}
saṃdhātṛ,1,1,{'ADJ': 1}
saṃdhi,1,1,{'NOUN': 1}
galda,1,1,{'NOUN': 1}
śevāra,1,1,{'NOUN': 1}
ariṣṭuta,1,1,{'ADJ': 1}
sphira,1,1,{'ADJ': 1}
śepyā,1,1,{'NOUN': 1}
ninditāśva,1,1,{'NOUN': 1}
asaṅga,1,1,{'NOUN': 1}
plāyogi,1,1,{'NOUN': 1}
āsaṅga,1,1,{'NOUN': 1}
naḍa,1,1,{'NOUN': 1}
avalamb,1,1,{'VERB': 1}
śaśvatī,1,1,{'NOUN': 1}
anābhayin,1,1,{'ADJ': 1}
tṛpra,1,1,{'ADJ': 1}
apaspṛ,1,1,{'VERB': 1}
hārda,1,1,{'NOUN': 1}
mṛgay,1,1,{'VERB': 1}
abhitsar,1,1,{'VERB': 1}
bhārman,1,1,{'NOUN': 1}
āśṛ,1,1,{'VERB': 1}
mandiṣṭha,1,1,{'ADJ': 1}
agu,1,1,{'ADJ': 1}
pīyatnu,1,1,{'ADJ': 1}
tadidartha,1,1,{'ADJ': 1}
naviṣṭi,1,1,{'NOUN': 1}
pramāda,1,1,{'NOUN': 1}
kaṇvamat,1,1,{'ADJ': 1}
vediṣṭha,1,1,{'ADJ': 1}
śravaskāma,1,1,{'ADJ': 1}
anukrand,1,1,{'VERB': 1}
atasi,1,1,{'NOUN': 1}
kaurayāṇa,1,1,{'NOUN': 1}
vibodhana,1,1,{'NOUN': 1}
nṛṣūta,1,1,{'ADJ': 1}
praśardha,1,1,{'ADJ': 1}
ruma,1,1,{'NOUN': 1}
āmuṣ,1,1,{'VERB': 1}
abhicakṣya,1,1,{'ADJ': 1}
surūpa,1,1,{'ADJ': 1}
ṛśya,1,1,{'NOUN': 1}
pipās,1,1,{'VERB': 1}
vāvāta,1,1,{'ADJ': 1}
kuruṅga,1,1,{'NOUN': 1}
nirmajā,1,1,{'NOUN': 1}
vitārin,1,1,{'ADJ': 1}
rathacarṣaṇa,1,1,{'NOUN': 1}
rabhi,1,1,{'NOUN': 1}
anugāyas,1,1,{'ADJ': 1}
kaśu,1,1,{'NOUN': 1}
cedi,1,1,{'NOUN': 1}
dhvan,1,1,{'VERB': 1}
pradīdī,1,1,{'VERB': 1}
prarāj,1,1,{'VERB': 1}
brahmaṇya,1,1,{'ADJ': 1}
vimahi,1,1,{'ADJ': 1}
tirindira,1,1,{'NOUN': 1}
rājin,1,1,{'ADJ': 1}
randhra,1,1,{'NOUN': 1}
nicakrayā,1,1,{'ADV': 1}
akṣṇayāvan,1,1,{'ADJ': 1}
dhīta,1,1,{'NOUN': 1}
ambara,1,1,{'NOUN': 1}
medhātithi,1,1,{'NOUN': 1}
parimṛś,1,1,{'VERB': 1}
vainya,1,1,{'NOUN': 1}
chardiṣpā,1,1,{'ADJ': 1}
arvāka,1,1,{'NOUN': 1}
āpā,1,1,{'VERB': 1}
saṃmikṣ,1,1,{'VERB': 1}
asūra,1,1,{'NOUN': 1}
tvāṃkāma,1,1,{'ADJ': 1}
abhipramand,1,1,{'VERB': 1}
atipraśardhay,1,1,{'VERB': 1}
pratadvasu,1,1,{'ADJ': 1}
pratiṣṭuti,1,1,{'NOUN': 1}
ajirāy,1,1,{'VERB': 1}
utsisṛps,1,1,{'VERB': 1}
ārurukṣ,1,1,{'VERB': 1}
asunva,1,1,{'ADJ': 1}
vṛṣatvana,1,1,{'NOUN': 1}
manmaśas,1,1,{'ADV': 1}
nṛṣāh,1,1,{'ADJ': 1}
harṣumat,1,1,{'ADJ': 1}
adhivāka,1,1,{'NOUN': 1}
varivaskṛt,1,1,{'ADJ': 1}
saṃsvad,1,1,{'VERB': 1}
saṃvṛ,1,1,{'VERB': 1}
vapā,1,1,{'NOUN': 1}
śācigu,1,1,{'ADJ': 1}
śācipūjana,1,1,{'ADJ': 1}
ākhaṇḍala,1,1,{'NOUN': 1}
śṛṅgavṛṣ,1,1,{'NOUN': 1}
praṇapāt,1,1,{'NOUN': 1}
kuṇḍapāyya,1,1,{'NOUN': 1}
bhettṛ,1,1,{'ADJ': 1}
pṛdākusānu,1,1,{'ADJ': 1}
sugevṛdh,1,1,{'ADJ': 1}
mīvā,1,1,{'NOUN': 1}
advayu,1,1,{'ADJ': 1}
hīḍas,1,1,{'NOUN': 1}
gūrdhay,1,1,{'VERB': 1}
vibhūta,1,1,{'ADJ': 1}
avodeva,1,1,{'ADJ': 1}
uparimartya,1,1,{'ADJ': 1}
amatīvan,1,1,{'ADJ': 1}
durhita,1,1,{'ADJ': 1}
vāśa,1,1,{'ADJ': 1}
siṣṇu,1,1,{'ADJ': 1}
upakṣit,1,1,{'ADJ': 1}
prayiyu,1,1,{'ADJ': 1}
vayiyu,1,1,{'ADJ': 1}
suvāstu,1,1,{'NOUN': 1}
tugvan,1,1,{'NOUN': 1}
diya,1,1,{'NOUN': 1}
prasthāvan,1,1,{'ADJ': 1}
namayiṣṇu,1,1,{'ADJ': 1}
sobharīyu,1,1,{'ADJ': 1}
uttarā,1,1,{'ADV': 1}
prayāvan,1,1,{'ADJ': 1}
bandhumat,1,1,{'ADJ': 1}
bhrātṛvya,1,1,{'NOUN': 1}
surāśū,1,1,{'ADJ': 1}
nadanu,1,1,{'NOUN': 1}
rājaka,1,1,{'NOUN': 1}
yaka,1,1,{'PRON': 1}
āyuṣa,1,1,{'NOUN': 1}
sacanāvat,1,1,{'ADJ': 1}
vidveṣas,1,1,{'ADJ': 1}
vijoṣas,1,1,{'ADJ': 1}
makṣuṃgama,1,1,{'ADJ': 1}
suṣṭhu,1,1,{'ADV': 1}
āyāna,1,1,{'NOUN': 1}
ābādha,1,1,{'NOUN': 1}
nigrah,1,1,{'VERB': 1}
upavid,1,1,{'NOUN': 1}
śuśukvani,1,1,{'ADJ': 1}
ukṣaṇyu,1,1,{'ADJ': 1}
supratur,1,1,{'ADJ': 1}
vīratara,1,1,{'ADJ': 1}
evathā,1,1,{'ADV': 1}
madintara,1,1,{'ADJ': 1}
vāvṛdhenya,1,1,{'ADJ': 1}
agorudha,1,1,{'ADJ': 1}
dasmya,1,1,{'ADJ': 1}
anūrmi,1,1,{'ADJ': 1}
caraṇi,1,1,{'ADJ': 1}
nārya,1,1,{'NOUN': 1}
kuhayā,1,1,{'ADV': 1}
kuhayākṛti,1,1,{'ADJ': 1}
nabhasvat,1,1,{'ADJ': 1}
gopayatya,1,1,{'ADJ': 1}
ukṣaṇyāyana,1,1,{'NOUN': 1}
rajata,1,1,{'ADJ': 1}
harayāṇa,1,1,{'NOUN': 1}
sadhastutya,1,1,{'NOUN': 1}
sacanastama,1,1,{'ADJ': 1}
ukṣaṇy,1,1,{'VERB': 1}
kūḍay,1,1,{'VERB': 1}
yuvādatta,1,1,{'ADJ': 1}
yuvānīta,1,1,{'ADJ': 1}
adhivastra,1,1,{'ADJ': 1}
viṣu,1,1,{'ADV': 1}
rathāsah,1,1,{'ADJ': 1}
ṛtaspati,1,1,{'NOUN': 1}
pakṣas,1,1,{'NOUN': 1}
mākīna,1,1,{'ADJ': 1}
bhakti,1,1,{'NOUN': 1}
patayiṣṇu,1,1,{'ADJ': 1}
nyañcana,1,1,{'NOUN': 1}
saraṇa,1,1,{'NOUN': 1}
ātuc,1,1,{'NOUN': 1}
triṃśati,1,1,{'NOUN': 1}
apācī,1,1,{'NOUN': 1}
pravāsa,1,1,{'NOUN': 1}
satomahat,1,1,{'ADJ': 1}
puroḍāśa,1,1,{'NOUN': 1}
prāśavya,1,1,{'NOUN': 1}
jugukṣ,1,1,{'VERB': 1}
kumārin,1,1,{'ADJ': 1}
kṛtadvasu,1,1,{'ADJ': 1}
sṛbinda,1,1,{'NOUN': 1}
anarśani,1,1,{'NOUN': 1}
tūrṇāśa,1,1,{'NOUN': 1}
bṛbaduktha,1,1,{'NOUN': 1}
dānavat,1,1,{'ADJ': 1}
antarābhara,1,1,{'ADJ': 1}
āyantṛ,1,1,{'NOUN': 1}
niyantṛ,1,1,{'NOUN': 1}
prāśu,1,1,{'ADJ': 1}
apratā,1,1,{'ADV': 1}
āhū,1,1,{'NOUN': 1}
manyuṣāvin,1,1,{'ADJ': 1}
upāraṇa,1,1,{'NOUN': 1}
svabdin,1,1,{'ADJ': 1}
suṣavya,1,1,{'ADJ': 1}
nistṛ,1,1,{'VERB': 1}
śāstra,1,1,{'NOUN': 1}
saṃtarā,1,1,{'NOUN': 1}
pādaka,1,1,{'NOUN': 1}
kaśaplaka,1,1,{'NOUN': 1}
sahasraśas,1,1,{'ADV': 1}
vasurocis,1,1,{'NOUN': 1}
kanyanā,1,1,{'NOUN': 1}
adhvaga,1,1,{'NOUN': 1}
mitrāvaruṇavat,1,1,{'ADJ': 1}
dharmavat,1,1,{'ADJ': 1}
viṣṇuvat,1,1,{'ADJ': 1}
namovāka,1,1,{'NOUN': 1}
sasthāvan,1,1,{'ADJ': 1}
tośas,1,1,{'ADJ': 1}
sarasvatīvat,1,1,{'ADJ': 1}
kṛpaṇy,1,1,{'VERB': 1}
saṃvasu,1,1,{'NOUN': 1}
kadācid,1,1,{'ADV': 1}
kavitvana,1,1,{'NOUN': 1}
yajas,1,1,{'NOUN': 1}
vratati,1,1,{'NOUN': 1}
guṣpita,1,1,{'NOUN': 1}
uhāna,1,1,{'NOUN': 1}
hinva,1,1,{'NOUN': 1}
aṇḍa,1,1,{'NOUN': 1}
nābhāka,1,1,{'ADJ': 1}
upodaya,1,1,{'NOUN': 1}
saptya,1,1,{'NOUN': 1}
saṃyuj,1,1,{'NOUN': 1}
adhinirṇij,1,1,{'ADJ': 1}
tarman,1,1,{'NOUN': 1}
āroka,1,1,{'NOUN': 1}
patsutas,1,1,{'ADV': 1}
jañjaṇābhavat,1,1,{'ADJ': 1}
sadhis,1,1,{'NOUN': 1}
admasadya,1,1,{'NOUN': 1}
apsujā,1,1,{'ADJ': 1}
upadas,1,1,{'VERB': 1}
kakud,1,1,{'NOUN': 1}
vratatama,1,1,{'ADJ': 1}
vimah,1,1,{'VERB': 1}
ādārin,1,1,{'ADJ': 1}
revā,1,1,{'NOUN': 1}
puṣṭāvat,1,1,{'ADJ': 1}
rambha,1,1,{'NOUN': 1}
upahasvan,1,1,{'ADJ': 1}
kadru,1,1,{'NOUN': 1}
śami,1,1,{'NOUN': 1}
trada,1,1,{'NOUN': 1}
yonya,1,1,{'ADJ': 1}
abhiprabhaṅgin,1,1,{'ADJ': 1}
āvṛtvat,1,1,{'ADJ': 1}
amithita,1,1,{'ADJ': 1}
parābhṛ,1,1,{'VERB': 1}
rathayā,1,1,{'NOUN': 1}
mahiṣvaṇi,1,1,{'ADJ': 1}
prabhaṅga,1,1,{'NOUN': 1}
āsana,1,1,{'NOUN': 1}
śyāvī,1,1,{'NOUN': 1}
ṛdhadrī,1,1,{'ADJ': 1}
araṭva,1,1,{'NOUN': 1}
ucathya,1,1,{'ADJ': 1}
raja,1,1,{'NOUN': 1}
cāratha,1,1,{'ADJ': 1}
śvitna,1,1,{'ADJ': 1}
balbūtha,1,1,{'NOUN': 1}
tarukṣa,1,1,{'NOUN': 1}
adhirukma,1,1,{'ADJ': 1}
apākṛti,1,1,{'NOUN': 1}
parihvṛt,1,1,{'NOUN': 1}
yuṣmādatta,1,1,{'ADJ': 1}
adabhra,1,1,{'ADJ': 1}
kūla,1,1,{'NOUN': 1}
kalā,1,1,{'NOUN': 1}
śrauṣṭī,1,1,{'NOUN': 1}
uruṣyu,1,1,{'ADJ': 1}
dīp,1,1,{'VERB': 1}
vratya,1,1,{'ADJ': 1}
tamiṣīci,1,1,{'ADJ': 1}
nidrā,1,1,{'NOUN': 1}
akṣitāvasu,1,1,{'NOUN': 1}
samiṣ,1,1,{'NOUN': 1}
svadāvan,1,1,{'ADJ': 1}
dīrghanītha,1,1,{'NOUN': 1}
sāṃvaraṇi,1,1,{'NOUN': 1}
nīpātithi,1,1,{'NOUN': 1}
puṣṭigu,1,1,{'NOUN': 1}
śruṣṭigu,1,1,{'NOUN': 1}
pārṣadvāṇa,1,1,{'NOUN': 1}
uddhā,1,1,{'VERB': 1}
pṛṣadhra,1,1,{'NOUN': 1}
daśaśipra,1,1,{'NOUN': 1}
daśoṇya,1,1,{'NOUN': 1}
ṛjūnas,1,1,{'NOUN': 1}
pūrbhittama,1,1,{'ADJ': 1}
śīṣṭa,1,1,{'NOUN': 1}
saṃvarta,1,1,{'NOUN': 1}
maghavattama,1,1,{'ADJ': 1}
tośay,1,1,{'VERB': 1}
veṇu,1,1,{'NOUN': 1}
mlā,1,1,{'VERB': 1}
balbaja,1,1,{'NOUN': 1}
kāṇvāyana,1,1,{'NOUN': 1}
caṅkram,1,1,{'VERB': 1}
atidhvaṃs,1,1,{'VERB': 1}
pautakrata,1,1,{'NOUN': 1}
ūrṇāvatī,1,1,{'NOUN': 1}
pūtakratā,1,1,{'NOUN': 1}
yūthyā,1,1,{'NOUN': 1}
cikitu,1,1,{'ADJ': 1}
anuvac,1,1,{'VERB': 1}
jyotiṣmant,1,1,{'NOUN': 1}
suṣad,1,1,{'ADJ': 1}
adhijan,1,1,{'VERB': 1}
saumya,1,1,{'ADJ': 1}
yakṣya,1,1,{'ADJ': 1}
śatrūṣah,1,1,{'ADJ': 1}
saṃjūrv,1,1,{'VERB': 1}
cikitvan,1,1,{'ADJ': 1}
iṣaṇyā,1,1,{'NOUN': 1}
pravas,1,1,{'VERB': 1}
duroṇayu,1,1,{'ADJ': 1}
āghṛṇīvasu,1,1,{'ADJ': 1}
parogavyūti,1,1,{'ADJ': 1}
dadhṛṣvaṇi,1,1,{'ADJ': 1}
aprāmi,1,1,{'ADJ': 1}
parimṛdh,1,1,{'VERB': 1}
ceru,1,1,{'ADJ': 1}
prācāmanyu,1,1,{'ADJ': 1}
ahaṃsana,1,1,{'ADJ': 1}
arāya,1,1,{'ADJ': 1}
jaḍhu,1,1,{'ADJ': 1}
ṛṇakāti,1,1,{'NOUN': 1}
rādhaspati,1,1,{'NOUN': 1}
uttarāt,1,1,{'ADV': 1}
prabhaṅgin,1,1,{'ADJ': 1}
ayuja,1,1,{'ADJ': 1}
bhūrigu,1,1,{'ADJ': 1}
vakṣaṇi,1,1,{'ADJ': 1}
sajoṣa,1,1,{'ADJ': 1}
ārjīkīya,1,1,{'NOUN': 1}
hiraṇyavī,1,1,{'ADJ': 1}
mṛkṣa,1,1,{'NOUN': 1}
kīja,1,1,{'NOUN': 1}
apāvṛti,1,1,{'NOUN': 1}
deṣṭha,1,1,{'ADJ': 1}
urāmathi,1,1,{'ADJ': 1}
bekanāṭa,1,1,{'NOUN': 1}
ahardṛś,1,1,{'ADJ': 1}
tuvikūrmin,1,1,{'ADJ': 1}
prasṛ,1,1,{'VERB': 1}
pratī,1,1,{'VERB': 1}
atiṣkand,1,1,{'VERB': 1}
jmāyat,1,1,{'ADJ': 1}
paromātra,1,1,{'ADJ': 1}
purumāyya,1,1,{'NOUN': 1}
harṣyā,1,1,{'ADV': 1}
pūtakratu,1,1,{'NOUN': 1}
saṃnū,1,1,{'VERB': 1}
putraka,1,1,{'NOUN': 1}
gargara,1,1,{'NOUN': 1}
saniṣvan,1,1,{'VERB': 1}
piṅgā,1,1,{'NOUN': 1}
anukṣar,1,1,{'VERB': 1}
suṣira,1,1,{'ADJ': 1}
phāṇay,1,1,{'VERB': 1}
takva,1,1,{'ADJ': 1}
āvartay,1,1,{'VERB': 1}
puruhanman,1,1,{'NOUN': 1}
urujri,1,1,{'ADJ': 1}
mahāyya,1,1,{'ADJ': 1}
ṛtayu,1,1,{'ADJ': 1}
tvānid,1,1,{'ADJ': 1}
ittham,1,1,{'ADV': 1}
śauradevya,1,1,{'NOUN': 1}
ajā,1,1,{'NOUN': 1}
kṣaitra,1,1,{'NOUN': 1}
sudīti,1,1,{'NOUN': 1}
nidātṛ,1,1,{'NOUN': 1}
uccācakra,1,1,{'ADJ': 1}
abhyāram,1,1,{'ADV': 1}
rapsudā,1,1,{'NOUN': 1}
saptapadī,1,1,{'NOUN': 1}
nidhānya,1,1,{'ADJ': 1}
viyā,1,1,{'VERB': 1}
paraśumat,1,1,{'ADJ': 1}
gopavana,1,1,{'NOUN': 1}
stukāvin,1,1,{'ADJ': 1}
mahenadī,1,1,{'NOUN': 1}
dātara,1,1,{'ADJ': 1}
prasnā,1,1,{'VERB': 1}
paridveṣas,1,1,{'NOUN': 1}
saṃviṣ,1,1,{'VERB': 1}
adurmakha,1,1,{'ADJ': 1}
ojasvat,1,1,{'ADJ': 1}
krakṣamāṇa,1,1,{'ADJ': 1}
kāṇuka,1,1,{'ADJ': 1}
ṛbhuṣṭhira,1,1,{'ADJ': 1}
emuṣa,1,1,{'NOUN': 1}
tuvikṣa,1,1,{'ADJ': 1}
sūmaya,1,1,{'ADJ': 1}
ṛdūpā,1,1,{'ADJ': 1}
ṛdūvṛdh,1,1,{'ADJ': 1}
vyañjana,1,1,{'NOUN': 1}
śobhana,1,1,{'NOUN': 1}
vṛdhīka,1,1,{'ADJ': 1}
nikṛ,1,1,{'VERB': 1}
pariśak,1,1,{'VERB': 1}
parihvṛ,1,1,{'VERB': 1}
yavayu,1,1,{'ADJ': 1}
bhīṣay,1,1,{'VERB': 1}
baḍā,1,1,{'ADV': 1}
apāvṛj,1,1,{'VERB': 1}
ekadyū,1,1,{'NOUN': 1}
tuvimātra,1,1,{'ADJ': 1}
dāśūṣṭara,1,1,{'ADJ': 1}
edhatu,1,1,{'NOUN': 1}
śamāy,1,1,{'VERB': 1}
yoddhṛ,1,1,{'NOUN': 1}
apadham,1,1,{'VERB': 1}
haskṛti,1,1,{'NOUN': 1}
anatidbhuta,1,1,{'ADJ': 1}
kṛtti,1,1,{'NOUN': 1}
vīraka,1,1,{'NOUN': 1}
śanakais,1,1,{'ADV': 1}
apālā,1,1,{'NOUN': 1}
prahoṣin,1,1,{'ADJ': 1}
godari,1,1,{'ADJ': 1}
martyatvana,1,1,{'NOUN': 1}
kāti,1,1,{'ADJ': 1}
saniṣṭha,1,1,{'ADJ': 1}
śrutakakṣa,1,1,{'NOUN': 1}
parākāttāt,1,1,{'ADV': 1}
tandrayu,1,1,{'ADJ': 1}
anunonāv,1,1,{'VERB': 1}
śrutāmagha,1,1,{'ADJ': 1}
udgā,1,1,{'VERB': 1}
ślokin,1,1,{'ADJ': 1}
nivara,1,1,{'NOUN': 1}
puruṇāman,1,1,{'ADJ': 1}
nicumpuṇa,1,1,{'NOUN': 1}
avabhṛtha,1,1,{'NOUN': 1}
jāvat,1,1,{'ADJ': 1}
tiraścī,1,1,{'NOUN': 1}
āśīrvat,1,1,{'ADJ': 1}
śvasatha,1,1,{'NOUN': 1}
juṣṭatara,1,1,{'ADJ': 1}
ruvaṇy,1,1,{'VERB': 1}
snehiti,1,1,{'NOUN': 1}
vibhumat,1,1,{'ADJ': 1}
anuṣvāpam,1,1,{'ADV': 1}
dyugat,1,1,{'ADV': 1}
abhibhūtara,1,1,{'ADJ': 1}
āmuri,1,1,{'NOUN': 1}
pṛtanāṣah,1,1,{'ADJ': 1}
anarśarāti,1,1,{'ADJ': 1}
viśvatur,1,1,{'ADJ': 1}
taruṣy,1,1,{'VERB': 1}
prahetṛ,1,1,{'NOUN': 1}
sahaskṛt,1,1,{'ADJ': 1}
vasūjū,1,1,{'ADJ': 1}
ādardira,1,1,{'ADJ': 1}
śarabha,1,1,{'NOUN': 1}
vicetana,1,1,{'ADJ': 1}
maderaghu,1,1,{'ADJ': 1}
saṃvāda,1,1,{'NOUN': 1}
ṛtāvasu,1,1,{'NOUN': 1}
chandya,1,1,{'ADJ': 1}
atyāya,1,1,{'NOUN': 1}
vibhānu,1,1,{'ADJ': 1}
codiṣṭha,1,1,{'ADJ': 1}
aurva,1,1,{'NOUN': 1}
upajihvikā,1,1,{'NOUN': 1}
atisṛp,1,1,{'VERB': 1}
daivodāsa,1,1,{'ADJ': 1}
ninīṣ,1,1,{'VERB': 1}
āsāva,1,1,{'NOUN': 1}
parisru,1,1,{'VERB': 1}
bākura,1,1,{'NOUN': 1}
vagvanu,1,1,{'NOUN': 1}
rāraj,1,1,{'VERB': 1}
svāhākṛti,1,1,{'NOUN': 1}
vāvahi,1,1,{'ADJ': 1}
kalpa,1,1,{'NOUN': 1}
vīravant,1,1,{'NOUN': 1}
manaścit,1,1,{'ADJ': 1}
prasyand,1,1,{'VERB': 1}
vasāy,1,1,{'VERB': 1}
śriti,1,1,{'NOUN': 1}
śubhrāvat,1,1,{'ADJ': 1}
śāda,1,1,{'NOUN': 1}
prakṛ,1,1,{'VERB': 1}
goṣā,1,1,{'ADJ': 1}
anapta,1,1,{'ADJ': 1}
apasthā,1,1,{'VERB': 1}
krīḍu,1,1,{'ADJ': 1}
maṃhayu,1,1,{'ADJ': 1}
pravṛ,1,1,{'VERB': 1}
vipre,1,1,{'VERB': 1}
uttamāyya,1,1,{'ADJ': 1}
paridhāv,1,1,{'VERB': 1}
girāvṛdh,1,1,{'ADJ': 1}
śubhāy,1,1,{'VERB': 1}
abhiprī,1,1,{'ADJ': 1}
brahmī,1,1,{'NOUN': 1}
samudramīṅkhaya,1,1,{'ADJ': 1}
yoṣit,1,1,{'NOUN': 1}
virocay,1,1,{'VERB': 1}
durāvya,1,1,{'ADJ': 1}
śarmay,1,1,{'VERB': 1}
tūrvi,1,1,{'ADJ': 1}
sṛt,1,1,{'ADJ': 1}
nāva,1,1,{'NOUN': 1}
pitryāvat,1,1,{'ADJ': 1}
suhastī,1,1,{'ADJ': 1}
siṣāsatu,1,1,{'ADJ': 1}
rurukṣaṇi,1,1,{'ADJ': 1}
ayakṣman,1,1,{'ADJ': 1}
apajaṅghan,1,1,{'VERB': 1}
vadhasnu,1,1,{'ADJ': 1}
parispṛdh,1,1,{'NOUN': 1}
nijaghni,1,1,{'ADJ': 1}
saṅga,1,1,{'NOUN': 1}
dūḍhya,1,1,{'ADJ': 1}
stava,1,1,{'NOUN': 1}
abhyund,1,1,{'VERB': 1}
abhikṣar,1,1,{'VERB': 1}
bhaṅga,1,1,{'ADJ': 1}
hṛdaṃsani,1,1,{'ADJ': 1}
aducchuna,1,1,{'ADJ': 1}
jaghni,1,1,{'ADJ': 1}
vīrayā,1,1,{'NOUN': 1}
parikṣar,1,1,{'VERB': 1}
ruci,1,1,{'NOUN': 1}
majj,1,1,{'VERB': 1}
avicetas,1,1,{'ADJ': 1}
vipānā,1,1,{'NOUN': 1}
bhagatti,1,1,{'NOUN': 1}
juvas,1,1,{'NOUN': 1}
vayoju,1,1,{'ADJ': 1}
sucetuna,1,1,{'ADJ': 1}
śūratara,1,1,{'ADJ': 1}
maṃhīyas,1,1,{'ADJ': 1}
śubhraśastama,1,1,{'ADJ': 1}
dhārayu,1,1,{'ADJ': 1}
alāyya,1,1,{'NOUN': 1}
ākhu,1,1,{'NOUN': 1}
vacanāvat,1,1,{'ADJ': 1}
upāruh,1,1,{'NOUN': 1}
svād,1,1,{'VERB': 1}
paripre,1,1,{'VERB': 1}
mandrājanī,1,1,{'NOUN': 1}
upastaraṇa,1,1,{'NOUN': 1}
nabhasmaya,1,1,{'ADJ': 1}
drāvayitnu,1,1,{'ADJ': 1}
niveśa,1,1,{'NOUN': 1}
taviṣyā,1,1,{'NOUN': 1}
upaprut,1,1,{'ADJ': 1}
nenij,1,1,{'VERB': 1}
parīman,1,1,{'NOUN': 1}
hutād,1,1,{'ADJ': 1}
jri,1,1,{'VERB': 1}
matutha,1,1,{'NOUN': 1}
sahasraṇīti,1,1,{'ADJ': 1}
āduh,1,1,{'VERB': 1}
vinaṅgṛsa,1,1,{'NOUN': 1}
dvayī,1,1,{'NOUN': 1}
puraṃdhivat,1,1,{'ADJ': 1}
akṣit,1,1,{'ADJ': 1}
ādhū,1,1,{'VERB': 1}
ślokayantra,1,1,{'ADJ': 1}
aprabhu,1,1,{'ADJ': 1}
nābh,1,1,{'NOUN': 1}
ṛṣiṣah,1,1,{'ADJ': 1}
asira,1,1,{'NOUN': 1}
īkṣeṇya,1,1,{'ADJ': 1}
ahī,1,1,{'ADJ': 1}
urubja,1,1,{'ADJ': 1}
huruk,1,1,{'ADV': 1}
vṛṣayu,1,1,{'ADJ': 1}
acodas,1,1,{'ADJ': 1}
unmad,1,1,{'VERB': 1}
nṛśaṃsa,1,1,{'NOUN': 1}
